isin,ticker,name
DE000A0Q8NC8,ETLX,ETFS DAXGL.G.MIN.GO UC.DZ
IE00B7KMNP07,UBUD,UBS(I)-S.G.P.G.M.U.E.ADDL
IT0003697080,GHH,"GEOX S.P.A.        EO-,10"
CH0025238863,KNIA,KUEHNE + NAGEL INTL  SF 1
IE00B3FH7618,EUN6,ISHSIII-EO G.BD 0-1YR EOD
CH0012255144,UHRN,"SWATCH GRP AG NAM.SF 0,45"
DE000ETC0225,X0CN,COMMERZBANK ETC UNL.
FR0010424135,LSK7,LYX.EUR.ST.50 DA.SH.U.ETF
DE000ETFL151,EL4P,DK IB EO LIQ.SOV.DIV.7-10
LU0335044896,DX22,DB X-TR.II-EONIA 1D
AT0000818802,DOQ,DO + CO AG
AT0000837307,T9Z,ZUMTOBEL GROUP AG INH. A
DE000A2DA6T5,FAM2,DT.CANNABIS AG  JGE O.N.
IE00BMP3HJ57,UBUN,UBS I.ETF-MSCI EMU CYC.AD
IE00BX7RQY03,UBUR,UBS(I)-F.MSCI US.L.V.ADDL
IE00BX7RRJ27,UBUT,UBS(I)-FA.MSCI US.QU.ADDL
IE00BX7RRT25,UBUU,UBS(I)-F.M.US.T.S.YL.ADDL
IE00BX7RR706,UBUS,UBS(I)-F.MSCI US.P.V.ADDL
IE00B5PYL424,UBUB,UBS(I)-SOL.G.O.E.U.E.ADDL
IE00B5TZCY80,UIQS,UBS ETFS-MSCI CA SF AACD
IE00B7KQ7B66,UBU7,UBS(I)-MSCI WOR. U.E.ADDL
IE00B77D4428,UBU3,UBS I.-MSCI USA U.E. ADDL
LU0136242590,UIM3,UBS-ETF FTSE 100 INH.A
LU0446734369,UIME,UBS-ETF-MSCI EMU VALUE A
LU0446734872,UIM9,UBS-ETF-MSCI CANADA A
LU0671493277,UEFD,UBS-ETF-MSCI EMU SM.CAP.A
LU0721552544,UEFF,UBS-BB.US1-3YTB.UETF ADL
LU0721552973,UEFI,UBS-BB.US710Y.TBUETF ADL
LU0879399441,UEFZ,UBS-E.SBI F.AAA-BBB5-10AD
LU0937835576,FRCA,UBS-E.-M.EMU H.T.DL ADDL
LU1048314196,UEF6,UBS-BBEALC1-5Y.UETF AEO
LU1048314949,UEF7,UBS-BBUSLC1-5YUETF ADL
LU1048316647,UEF9,UBS-B.B.US L.C.UETF ADL
LU1215451524,UIM2,UBS-ETF-FA.MS.EMU QU EOAD
LU1215452928,UIMZ,UBS-ETF-FA.MS.EMU PV EOAD
LU1215454460,UIMY,UBS-ETF-FA.MS.EMU LV EOAD
LU1215455947,UIM8,UBS-ETF-F.M.EMU TSY EOAD
LU1230561679,FRCJ,UBS-ETF-MSCI JAP.S.R.ADYN
LU1324516050,UEFS,UBS-BB.DL EM.S.UETF ADDL
LU1459802754,UIMB,UBS-B.B.TIP10+UETF ADDL
LU1484799769,UIMC,UBS-BBMSCIEALCSUETF ADEO
LU0136234068,UIM1,UBS ETF-EURO STOXX 50 A-D
